molecule_chembl_id,canonical_smiles,pIC50,MW,LogP,TPSA
CHEMBL4861727,COc1ccc2nccc(CCN3CCC(NCc4ccc(Cl)cc4)CC3)c2n1,2.7670038896078464,410.94900000000007,4.088500000000003,50.28
CHEMBL5204820,O=c1ccc2ncc(F)c3c2n1CC3C[C@H]1OC[C@H](NCc2cc3c(nn2)OCCS3)CO1,2.744727494896694,471.5140000000003,1.8287,100.39000000000001
CHEMBL4786331,Cc1nc2c(=O)n(C3CC3)c3c(Cl)c(N4CC[C@@H]([C@H](C)N)C4)c(F)cc3c2o1,2.7399286120149253,404.8730000000001,3.7520200000000017,77.29
CHEMBL219216,COc1c(-c2ccc3c(c2)CNC3)c(F)cc2c(=O)c3c(=O)[nH]sc3n(C3CC3)c12,2.6989700043360187,423.46900000000016,3.657300000000001,76.12
CHEMBL3341781,O=C(O)CSCC(=O)Nc1ccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,2.677780705266081,386.3890000000001,2.894400000000001,138.22
CHEMBL3344033,O=C(O)CCCCC(=O)Nc1ccc(-c2nc3cccnc3[nH]2)cc1,2.677780705266081,338.3670000000001,3.208400000000001,107.97
CHEMBL5190565,O=c1ccc2ncc(F)c3c2n1CC3C[C@H]1OC[C@H](NCc2cc3c(cn2)OCCC3)CO1,2.677780705266081,452.48600000000033,2.2742000000000004,87.50000000000001
CHEMBL436512,COc1c(-c2ccc3c(c2)CN[C@@H]3C)c(F)cc2c(=O)c3c(=O)[nH]sc3n(C3CC3)c12,2.677780705266081,437.4960000000002,4.218300000000002,76.12
CHEMBL3344019,O=C(O)CC(=O)Nc1ccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,2.6516951369518393,340.295,2.5513000000000003,138.22
CHEMBL1276666,CC[C@@H]1CCN(c2c(F)cc3c(=O)n(N)c(=O)n(C4CC4)c3c2OC)C1,2.638272163982407,362.4050000000002,1.5959000000000003,82.49000000000002
CHEMBL3344036,O=C(O)COCC(=O)Nc1ccc(-c2nc3cc(F)ccc3[nH]2)cc1,2.537602002101044,343.314,2.4086999999999996,104.31
CHEMBL3344000,O=C(O)CCCC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,2.537602002101044,323.35200000000003,3.423300000000001,95.07999999999998
CHEMBL3344041,COc1ccc2[nH]c(-c3ccc(NC(=O)COCC(=O)O)cc3)nc2c1,2.513994813637758,355.3500000000001,2.2782,113.53999999999999
CHEMBL3343999,Cc1cc2ncn(CC(O)COc3cccc(C(=O)O)c3)c2cc1C,2.505149978319906,340.3790000000001,2.79124,84.58
CHEMBL3344001,O=C(O)CCC(=O)Nc1ccc(NC(=O)c2ccco2)cc1,2.505149978319906,302.28600000000006,2.3352000000000004,108.64
CHEMBL3344030,O=C(O)CCC(=O)Nc1ccc(-c2nc3cccnc3[nH]2)cc1,2.505149978319906,310.31300000000005,2.4282000000000004,107.97
CHEMBL2380334,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ccno5)C4)C[C@@H]3C(=O)O)c2c1,2.5044556624535517,465.55000000000024,4.013900000000002,108.92
CHEMBL220656,COc1c(-c2cc(C)nc(C)c2)c(F)cc2c(=O)c3c(=O)[nH]sc3n(C3CC3)c12,2.494850021680094,411.45800000000014,4.065940000000002,76.97999999999999
CHEMBL3759272,Cc1cc(=O)[nH]c2[nH]nc(-c3cnc(-c4cccnc4)s3)c12,2.4883839794308624,309.35400000000004,2.745120000000001,87.32000000000001
CHEMBL2159975,COc1ccc2nccc([C@H](O)CC[C@@H]3CCN(CCSc4cccs4)C[C@@H]3C(=O)O)c2c1,2.4814860601221125,486.6590000000002,4.933500000000004,82.89
CHEMBL5197477,O=c1ccc2ccc(F)c3c2n1CC3C[C@H]1OC[C@H](NCc2cc3c(nn2)OCCO3)CO1,2.4559319556497243,454.45800000000025,1.7203999999999997,96.73
CHEMBL5557868,COC(=O)CC(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1[nH]c(C)c(Br)c1Cl)CC2,2.431798275933005,489.7790000000002,2.984420000000002,113.18
CHEMBL4751243,COc1ccc2nccc(CC[C@H]3OC[C@H](NC(=O)c4ccc5c(c4)OCCO5)CO3)c2c1,2.431798275933005,450.49100000000027,3.1187000000000014,88.14000000000001
CHEMBL4764420,COc1ccc(C(=O)N[C@H]2CO[C@H](CCc3ccnc4ccc(OC)cc34)OC2)cc1,2.408935392973501,422.48100000000017,3.3561000000000023,78.91000000000001
CHEMBL5183589,O=C1COc2ccc(CN[C@H]3CO[C@H](CC4Cn5c(=O)ccc6ncc(F)c4c65)OC3)nc2N1,2.3767507096020997,467.45700000000016,1.2800999999999991,116.60000000000001
CHEMBL3344043,O=C(O)COCC(=O)Nc1ccc(-c2nc3cccnc3[nH]2)cc1,2.3279021420642825,326.312,1.6645999999999996,117.19999999999999
CHEMBL2159974,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(CCSc4ccco4)C[C@@H]3C(=O)O)c2c1,2.3279021420642825,470.59100000000024,4.465000000000003,96.03000000000002
CHEMBL2382387,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C/C=C/c4ccccc4)C[C@@H]3C(=O)O)c2c1,2.3279021420642825,460.5740000000002,4.7931000000000035,82.89
CHEMBL3344037,O=C(O)CSCC(=O)Nc1ccc(-c2nc3cc(F)ccc3[nH]2)cc1,2.318758762624413,359.38200000000006,3.125300000000001,95.07999999999998
CHEMBL3344034,O=C(O)COCC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,2.317854923626168,325.324,2.2695999999999996,104.31
CHEMBL5593239,COc1ccc2ncc(F)c(CCN3CCC(C(N)Cc4ccc(C)cc4)CC3)c2n1,2.2967086218813386,422.54800000000023,3.910420000000003,64.27
CHEMBL3344022,COC(=O)CCCC(=O)Nc1ccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,2.275724130399211,382.37600000000015,3.419900000000001,127.22
CHEMBL3344026,COc1ccc2[nH]c(-c3ccc(NC(=O)CCCC(=O)O)cc3)nc2c1,2.2740883677049517,353.37800000000004,3.4319000000000015,104.31
CHEMBL430,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,2.2518119729937998,389.38700000000017,0.966,123.04
CHEMBL3344023,O=C(O)CCCCC(=O)Nc1ccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,2.215382707367125,382.37600000000015,3.7216000000000014,138.22
CHEMBL3344021,O=C(O)CCCC(=O)Nc1ccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,2.2132485778544386,368.3490000000001,3.331500000000001,138.22
CHEMBL3344005,O=C(O)CC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,2.21289390696343,295.298,2.6431000000000004,95.07999999999998
CHEMBL3344008,O=C(O)CCCCC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,2.21289390696343,337.3790000000001,3.8134000000000023,95.07999999999998
CHEMBL3344006,O=C(O)CCC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,2.21289390696343,309.32500000000005,3.033200000000001,95.07999999999998
CHEMBL2382388,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ncc(C)o5)C4)C[C@@H]3C(=O)O)c2c1,2.204119982655925,479.5770000000003,4.322320000000003,108.92
CHEMBL3344032,COC(=O)CCCC(=O)Nc1ccc(-c2nc3cccnc3[nH]2)cc1,2.167491087293764,338.3670000000001,2.9067000000000007,96.97
CHEMBL5201644,C[C@@H]1CN2c3c(cc4c(N5CC[C@H](O)C5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,2.161150909262745,473.4610000000002,0.4286000000000002,137.23999999999998
CHEMBL3344031,O=C(O)CCCC(=O)Nc1ccc(-c2nc3cccnc3[nH]2)cc1,2.156144577376839,324.34000000000003,2.8183000000000007,107.97
CHEMBL3344013,O=C(O)CCCCC(=O)Nc1ccc(-c2nc3cc(F)ccc3[nH]2)cc1,2.1487416512809245,355.3690000000001,3.9525000000000023,95.07999999999998
CHEMBL4069982,CCNC(=O)Nc1cc2c(-c3cccnc3)cccc2cn1,2.0969100130080562,292.34200000000004,3.438200000000002,66.91
CHEMBL4078780,CCNC(=O)Nc1cc2cccc(C)c2cn1,2.0969100130080562,229.283,2.6846200000000007,54.02
CHEMBL1572180,Cc1sc2nc(SCC(=O)Nc3cccc(C(=O)O)c3)nc(O)c2c1C,2.0851281824599495,389.45800000000014,3.4427400000000015,112.41000000000001
CHEMBL3344020,O=C(O)CCC(=O)Nc1ccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,2.079876673709276,354.32200000000006,2.9414000000000007,138.22
CHEMBL3344029,O=C(O)CC(=O)Nc1ccc(-c2nc3cccnc3[nH]2)cc1,2.050609993355087,296.286,2.0381,107.97
CHEMBL3344018,O=C(O)CCCCC(=O)Nc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,2.050122295963125,371.8240000000001,4.466800000000003,95.07999999999998
CHEMBL3344016,O=C(O)CCCC(=O)Nc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,2.039529222465701,357.7970000000001,4.076700000000002,95.07999999999998
CHEMBL2382366,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cccc(C#N)c5)C4)C[C@@H]3C(=O)O)c2c1,2.0268721464003012,499.6110000000003,4.897580000000004,106.67999999999999
CHEMBL3344015,O=C(O)CCC(=O)Nc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,2.0087739243075053,343.77000000000004,3.686600000000002,95.07999999999998
CHEMBL3589080,O=C(O)CCC(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc(Cl)c(Cl)[nH]1)CC2,2.0,431.30100000000016,2.8686000000000007,124.17999999999998
CHEMBL2159973,COc1ccc2nccc([C@H](O)CC[C@@H]3CCN(CCSc4ccco4)C[C@@H]3C(=O)O)c2c1,1.9913998282380825,470.59100000000024,4.465000000000003,96.03000000000002
CHEMBL4855172,COc1ccc2nccc(CCN3CCC(NCc4ccc(Cl)cn4)CC3)c2n1,1.9867413347164835,411.93700000000007,3.483500000000002,63.17
CHEMBL2158049,COc1ccc2nccc(C(O)CC[C@@H]3CCN(CCC(=O)N4CCCCC4)C[C@@H]3C(=O)O)c2c1,1.9746941347352298,483.60900000000044,3.482300000000002,103.2
CHEMBL3344012,COC(=O)CCCC(=O)Nc1ccc(-c2nc3cc(F)ccc3[nH]2)cc1,1.9706162223147903,355.3690000000001,3.650800000000001,84.08000000000001
CHEMBL3344025,COc1ccc2[nH]c(-c3ccc(NC(=O)CCC(=O)O)cc3)nc2c1,1.9469215565165803,339.35100000000006,3.0418000000000003,104.31
CHEMBL3344010,O=C(O)CCC(=O)Nc1ccc(-c2nc3cc(F)ccc3[nH]2)cc1,1.9208187539523751,327.315,3.1723000000000017,95.07999999999998
CHEMBL4073079,Cc1[nH]c(C(=O)Nc2ccc(Nc3nc(C(=O)O)no3)cc2)c(Cl)c1Cl,1.9208187539523751,396.19000000000005,3.707020000000001,133.14
CHEMBL3344039,O=C(O)CSCC(=O)Nc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,1.91721462968355,375.83700000000005,3.6396000000000015,95.07999999999998
CHEMBL3344035,O=C(O)CSCC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,1.9030899869919435,341.39200000000005,2.986200000000001,95.07999999999998
CHEMBL3344038,O=C(O)COCC(=O)Nc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,1.9030899869919435,359.76900000000006,2.923000000000001,104.31
CHEMBL3344028,COc1ccc2[nH]c(-c3ccc(NC(=O)CCCCC(=O)O)cc3)nc2c1,1.9030899869919435,367.4050000000001,3.822000000000002,104.31
CHEMBL3344027,COC(=O)CCCC(=O)Nc1ccc(-c2nc3cc(OC)ccc3[nH]2)cc1,1.9030899869919435,367.40500000000014,3.5203000000000015,93.31
CHEMBL4164868,Cc1occc1C(=O)NNC(=S)NC(=O)c1ccccc1,1.8239087409443189,303.343,1.5373200000000002,83.37
CHEMBL3344042,COc1ccc2[nH]c(-c3ccc(NC(=O)CSCC(=O)O)cc3)nc2c1,1.7964232250220276,371.4180000000001,2.9948000000000006,104.31
CHEMBL3344009,O=C(O)CC(=O)Nc1ccc(-c2nc3cc(F)ccc3[nH]2)cc1,1.7875460389597242,313.288,2.7822000000000005,95.07999999999998
CHEMBL3344014,O=C(O)CC(=O)Nc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,1.73969005420508,329.743,3.296500000000001,95.07999999999998
CHEMBL3344024,COc1ccc2[nH]c(-c3ccc(NC(=O)CC(=O)O)cc3)nc2c1,1.7361273231347765,325.324,2.6517,104.31
CHEMBL2380332,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ccncn5)C4)C[C@@H]3C(=O)O)c2c1,1.7212463990471711,476.5770000000002,3.815900000000002,108.67
CHEMBL2382283,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ccn(C)n5)C4)C[C@@H]3C(=O)O)c2c1,1.7212463990471711,478.59300000000025,3.759400000000002,100.71000000000001
CHEMBL4874688,COc1ccc2nccc(CCN3CCC(NCc4ccc(Cl)nc4)CC3)c2n1,1.7039933306863277,411.93700000000007,3.483500000000002,63.17
CHEMBL3344017,COC(=O)CCCC(=O)Nc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,1.6538426977679916,371.8240000000001,4.1651000000000025,84.08000000000001
CHEMBL3343996,O=c1nc(/C=C/c2ccc(/C=C/c3cc(C(F)(F)F)[nH]c(=O)n3)cc2)cc(C(F)(F)F)[nH]1,1.604149623981219,454.33,4.231600000000001,91.5
CHEMBL3344007,COC(=O)CCCC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,1.6020599913279625,337.3790000000001,3.511700000000001,84.08000000000001
CHEMBL2382284,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ccn[nH]5)C4)C[C@@H]3C(=O)O)c2c1,1.6020599913279625,464.5660000000002,3.7490000000000023,111.57000000000001
CHEMBL3589539,CC(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc(Br)c(Br)[nH]1)CC2,1.585026652029182,462.1670000000001,3.241900000000001,86.88
CHEMBL4790218,N#CC(C#N)=C1C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc21,1.5790545940780278,344.3520000000002,0.4603599999999999,123.28999999999999
CHEMBL4778113,CCOC(=O)/C(C#N)=C1\C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc21,1.5681539543012746,391.40500000000026,0.4998800000000001,125.79999999999998
CHEMBL32,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1.5528419686577808,401.4380000000002,2.3705000000000007,83.80000000000001
CHEMBL4763466,CC(=O)Nc1nc2ccc(NC(=O)c3[nH]c(C)c(Cl)c3Cl)cc2s1,1.4509967379742121,383.26000000000005,4.450320000000001,86.88
CHEMBL1276697,CC[C@@H]1CCN(c2c(F)cn3c(=O)n(N)c(=O)c(C4CC4)c3c2OC)C1,1.4377071355435254,362.4050000000002,1.4363999999999997,81.97000000000001
CHEMBL3343998,CC(=O)Nc1ccc(OCC[n+]2ccc(CCS(=O)(=O)[O-])cc2)cc1,1.3458234581220394,364.423,1.0992,99.41
CHEMBL2382282,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ccnc(C)n5)C4)C[C@@H]3C(=O)O)c2c1,1.3010299956639813,490.60400000000027,4.124320000000003,108.67
CHEMBL2382367,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ccc(C#N)cc5)C4)C[C@@H]3C(=O)O)c2c1,1.3010299956639813,499.6110000000003,4.897580000000004,106.67999999999999
CHEMBL1718255,Cc1sc2nc(SCC(=O)Nc3ccc(Cl)c(C(=O)O)c3)nc(O)c2c1C,1.3010299956639813,423.9030000000002,4.096140000000002,112.41000000000001
CHEMBL3343997,CNc1cc(CCNC(=O)c2ccc3oc(O)nc3c2)nc(-c2ccncc2)n1,1.3010299956639813,390.40300000000013,2.3996000000000004,126.06
CHEMBL3344003,CCc1cc(=O)nc(SCC(=O)Nc2cccc(C(=O)O)c2)[nH]1,1.3010299956639813,333.369,1.7613,112.15
CHEMBL3344002,CC(Cc1c[nH]c2ccccc12)NC(=O)CSS(=O)(=O)O,1.3010299956639813,328.415,1.7510999999999999,99.26
CHEMBL3344004,CCOc1cc(/C=C(\C#N)c2nc3ccc(C)cc3[nH]2)ccc1OCC(=O)O,1.3010299956639813,377.4000000000001,3.797600000000001,108.23
CHEMBL3809184,O=C(O)C(=O)Nc1ccc(NC(=O)c2cc(Br)c(Br)[nH]2)cc1,1.2924298239020637,431.04,2.8151,111.28999999999999
CHEMBL4763407,O=C(O)C(=O)Nc1ccc2nc(NC(=O)c3cc(Br)c(Br)[nH]3)[nH]c2c1,1.0969100130080565,471.065,2.6914,139.96999999999997
CHEMBL3343205,Nc1ccc(CCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1.031517051446065,386.53900000000016,4.459400000000004,49.489999999999995
CHEMBL3908487,O=C(O)C(=O)Nc1ccc2nc(NC(=O)c3cc(Br)c(Br)[nH]3)sc2c1,1.0,488.117,3.4248000000000003,124.17999999999998
CHEMBL5432283,COc1ccc2nccc(OC[C@H]3CC[C@H](NC(=O)c4cc(F)c(Cl)c(F)c4)CC3)c2n1,1.0,461.8960000000002,4.937600000000004,73.34
CHEMBL3589534,O=C(O)C(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc(Br)c(Br)[nH]1)CC2,0.9208187539523752,492.1490000000001,2.3066000000000004,124.17999999999998
CHEMBL4076111,CCNC(=O)Nc1cc2ccccc2cn1,0.8927900303521317,215.256,2.3762000000000008,54.02
CHEMBL3343204,O=[N+]([O-])c1ccc(CCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.5800442515102421,416.52100000000013,4.7854000000000045,66.61
CHEMBL3589078,O=C(O)C(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc(Cl)c(Cl)[nH]1)CC2,0.5228787452803376,403.2470000000002,2.0884,124.17999999999998
CHEMBL3589075,CCOC(=O)C(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc(Cl)c(Cl)[nH]1)CC2,0.494850021680094,431.30100000000016,2.5669000000000004,113.18
CHEMBL3343202,COc1ccc(CCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.4775557664936802,401.5500000000001,4.885800000000005,32.7
CHEMBL3343206,CN(C)c1ccc(CCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.4775557664936802,414.59300000000013,4.943200000000005,26.71
CHEMBL3808620,O=C(Nc1ccc(N2CCCC(C(=O)O)C2)cc1)c1cc(Br)c(Br)[nH]1,0.37675070960209955,471.149,4.093000000000003,85.43
CHEMBL3342823,O=C(OO)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.3565473235138126,475.5850000000001,4.778100000000005,90.23
CHEMBL3342827,O=C(O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.3010299956639812,459.5860000000001,4.846500000000005,81.0
CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0.09691001300805645,232.23899999999998,1.4230200000000002,72.19
